"Catalogo de sismos - Servicio Sismologico Nacional (SSN) | UNAM - Mexico. DOI: 10.21766/SSNMX/EC/MX"
2018-10-05,09:59:27,2.4,19.375,-99.1833,1.5,"3 km al SURESTE de V ALVARO OBREGON, CDMX",2018-10-05,14:59:27,revisado
2018-10-13,08:54:16,1.8,19.409,-99.1978,2.9,"1 km al NOROESTE de MIGUEL HIDALGO, CDMX",2018-10-13,13:54:16,revisado
2018-11-14,16:08:28,2.7,19.3158,-99.286,1.0,"4 km al SURESTE de SAN LORENZO ACOPILCO, CDMX",2018-11-14,22:08:28,revisado
2018-11-23,22:44:11,2.9,19.404,-99.13,7.0,"2 km al SUROESTE de VENUSTIANO CARRANZA, CDMX",2018-11-24,04:44:11,revisado
2018-12-12,11:51:39,2.2,19.388,-99.2208,1.7,"3 km al SUROESTE de V ALVARO OBREGON, CDMX",2018-12-12,17:51:39,revisado
2019-01-11,01:41:16,1.5,19.3862,-99.1267,10.7,"3 km al SUROESTE de IZTACALCO, CDMX",2019-01-11,07:41:16,revisado
2019-03-29,02:31:56,2.2,19.4093,-99.2187,1.0,"2 km al NOROESTE de V ALVARO OBREGON, CDMX",2019-03-29,08:31:56,revisado
2019-05-18,22:13:16,1.7,19.3957,-99.2097,1.1,"1 km al SUROESTE de V ALVARO OBREGON, CDMX",2019-05-19,03:13:16,revisado
2019-05-18,22:13:27,1.0,19.384,-99.212,2.0,"2 km al SUROESTE de V ALVARO OBREGON, CDMX",2019-05-19,03:13:27,revisado
2019-05-26,21:07:22,1.0,19.2303,-99.3085,3.0,"11 km al OESTE de S MIGUEL AJUSCO, CDMX",2019-05-27,02:07:22,revisado
2019-06-30,06:38:21,2.3,19.409,-99.1998,1.7,"1 km al NOROESTE de MIGUEL HIDALGO, CDMX",2019-06-30,11:38:21,revisado
2019-06-30,06:38:33,1.4,19.395,-99.202,2.0,"1 km al SUROESTE de V ALVARO OBREGON, CDMX",2019-06-30,11:38:33,revisado
2019-07-12,04:47:41,2.0,19.4077,-99.195,0.6,"menos de 1 km al NOROESTE de MIGUEL HIDALGO, CDMX",2019-07-12,09:47:41,revisado
2019-07-12,07:38:28,2.7,19.4049,-99.1959,0.4,"1 km al SUROESTE de MIGUEL HIDALGO, CDMX",2019-07-12,12:38:28,revisado
2019-07-12,07:51:13,2.3,19.406,-99.1893,1.0,"menos de 1 km al SURESTE de MIGUEL HIDALGO, CDMX",2019-07-12,12:51:13,revisado
2019-07-12,10:08:04,2.4,19.4049,-99.1939,0.6,"menos de 1 km al SUROESTE de MIGUEL HIDALGO, CDMX",2019-07-12,15:08:04,revisado
2019-07-13,01:35:36,2.4,19.4075,-99.1952,0.6,"menos de 1 km al OESTE de MIGUEL HIDALGO, CDMX",2019-07-13,06:35:36,revisado
2019-07-13,11:39:20,2.4,19.392,-99.2173,0.2,"2 km al SUROESTE de V ALVARO OBREGON, CDMX",2019-07-13,16:39:20,revisado
2019-07-14,02:16:41,2.1,19.405,-99.1912,1.0,"menos de 1 km al SUR de MIGUEL HIDALGO, CDMX",2019-07-14,07:16:41,revisado
2019-07-16,01:36:44,2.5,19.4045,-99.2049,1.0,"1 km al NOROESTE de V ALVARO OBREGON, CDMX",2019-07-16,06:36:44,revisado
2019-07-16,22:59:50,3.3,19.4079,-99.2054,1.1,"1 km al NOROESTE de V ALVARO OBREGON, CDMX",2019-07-17,03:59:50,revisado
2019-07-16,23:10:52,2.6,19.4028,-99.2102,0.7,"1 km al NOROESTE de V ALVARO OBREGON, CDMX",2019-07-17,04:10:52,revisado
2019-07-16,23:18:46,2.4,19.4019,-99.2138,0.7,"1 km al OESTE de V ALVARO OBREGON, CDMX",2019-07-17,04:18:46,revisado
2019-07-17,00:33:12,2.2,19.4458,-99.2055,1.0,"5 km al NOROESTE de MIGUEL HIDALGO, CDMX",2019-07-17,05:33:12,revisado
2019-07-17,00:41:36,2.4,19.3983,-99.2173,0.6,"2 km al OESTE de V ALVARO OBREGON, CDMX",2019-07-17,05:41:36,revisado
2019-07-17,00:45:53,2.4,19.401,-99.213,0.3,"1 km al OESTE de V ALVARO OBREGON, CDMX",2019-07-17,05:45:53,revisado
2019-07-17,01:04:24,2.4,19.398,-99.2158,0.1,"2 km al OESTE de V ALVARO OBREGON, CDMX",2019-07-17,06:04:24,revisado
2019-07-17,14:28:05,1.9,19.406,-99.216,0.8,"2 km al NOROESTE de V ALVARO OBREGON, CDMX",2019-07-17,19:28:05,revisado
2019-07-17,22:30:06,1.8,19.4072,-99.1938,1.0,"menos de 1 km al OESTE de MIGUEL HIDALGO, CDMX",2019-07-18,03:30:06,revisado
2019-07-18,13:54:50,2.3,19.379,-99.1922,1.0,"2 km al SURESTE de V ALVARO OBREGON, CDMX",2019-07-18,18:54:50,revisado
2019-07-18,15:43:50,1.5,19.426,-99.1918,0.8,"2 km al NORTE de MIGUEL HIDALGO, CDMX",2019-07-18,20:43:50,revisado
2019-07-18,16:32:53,1.8,19.4118,-99.1993,0.6,"1 km al NOROESTE de MIGUEL HIDALGO, CDMX",2019-07-18,21:32:53,revisado
2019-07-28,02:21:22,2.2,19.4064,-99.1987,1.2,"1 km al NORTE de V ALVARO OBREGON, CDMX",2019-07-28,07:21:22,revisado
2019-07-28,02:22:05,1.9,19.396,-99.206,2.0,"1 km al SUROESTE de V ALVARO OBREGON, CDMX",2019-07-28,07:22:05,revisado
2019-07-30,12:23:50,1.2,19.408,-99.213,1.0,"2 km al NOROESTE de V ALVARO OBREGON, CDMX",2019-07-30,17:23:50,revisado
2019-07-30,16:41:36,1.6,19.4398,-99.1884,2.4,"4 km al NORTE de MIGUEL HIDALGO, CDMX",2019-07-30,21:41:36,revisado
2019-08-02,23:17:01,2.3,19.4002,-99.2167,1.0,"2 km al OESTE de V ALVARO OBREGON, CDMX",2019-08-03,04:17:01,revisado
2019-08-09,05:55:05,2.1,19.3945,-99.2033,1.8,"1 km al SUROESTE de V ALVARO OBREGON, CDMX",2019-08-09,10:55:05,revisado
2019-09-01,01:03:32,2.1,19.3302,-99.1623,3.0,"2 km al SUR de COYOACAN, CDMX",2019-09-01,06:03:32,revisado
2019-09-01,23:03:56,1.8,19.323,-99.132,1.6,"4 km al SURESTE de COYOACAN, CDMX",2019-09-02,04:03:56,revisado
2019-09-23,03:03:08,3.1,19.1722,-98.9467,12.0,"6 km al SURESTE de S ANDRES MIXQUIC, CDMX",2019-09-23,08:03:08,revisado
2019-09-23,03:21:08,3.1,19.1757,-98.9473,12.4,"6 km al SURESTE de S ANDRES MIXQUIC, CDMX",2019-09-23,08:21:08,revisado
2019-10-19,20:33:37,2.2,19.4018,-99.2173,1.0,"2 km al OESTE de V ALVARO OBREGON, CDMX",2019-10-20,01:33:37,revisado
2019-11-15,06:49:04,2.7,19.1533,-98.9627,9.4,"8 km al SURESTE de S ANTONIO TECOMITL, CDMX",2019-11-15,12:49:04,revisado
2019-12-07,13:53:27,1.0,19.4002,-99.2103,0.4,"1 km al OESTE de V ALVARO OBREGON, CDMX",2019-12-07,19:53:27,revisado
2019-12-14,12:56:55,1.4,19.3045,-99.2985,5.0,"4 km al SURESTE de SAN LORENZO ACOPILCO, CDMX",2019-12-14,18:56:55,revisado
2019-12-22,09:57:11,3.5,19.0905,-99.2092,4.1,"14 km al SUR de S MIGUEL AJUSCO, CDMX",2019-12-22,15:57:11,revisado
2020-01-03,22:14:28,3.4,19.1718,-98.969,2.4,"5 km al SURESTE de S ANTONIO TECOMITL, CDMX",2020-01-04,04:14:28,revisado
2020-01-04,02:38:30,2.5,19.402,-99.22,2.0,"2 km al OESTE de V ALVARO OBREGON, CDMX",2020-01-04,08:38:30,revisado
2020-01-15,05:30:21,1.9,19.2862,-99.3833,2.7,"8 km al SUROESTE de SAN LORENZO ACOPILCO, CDMX",2020-01-15,11:30:21,revisado
2020-06-07,09:45:21,3.0,19.374,-99.2022,1.0,"3 km al SUR de V ALVARO OBREGON, CDMX",2020-06-07,14:45:21,revisado
2020-06-07,09:52:38,2.2,19.381,-99.188,3.0,"2 km al SURESTE de V ALVARO OBREGON, CDMX",2020-06-07,14:52:38,revisado
2020-06-09,17:32:04,1.8,19.378,-99.202,3.0,"2 km al SUR de V ALVARO OBREGON, CDMX",2020-06-09,22:32:04,revisado
2020-06-12,06:26:11,1.8,19.3825,-99.2275,0.5,"3 km al SUROESTE de V ALVARO OBREGON, CDMX",2020-06-12,11:26:11,revisado
2020-06-30,19:07:26,2.8,19.3718,-99.138,2.0,"3 km al NORESTE de COYOACAN, CDMX",2020-07-01,00:07:26,revisado
2020-07-01,01:03:44,1.9,19.3512,-99.1605,7.0,"menos de 1 km al NORESTE de COYOACAN, CDMX",2020-07-01,06:03:44,revisado
2020-07-03,22:05:16,2.1,19.385,-99.084,1.0,"2 km al SURESTE de IZTACALCO, CDMX",2020-07-04,03:05:16,revisado
2020-07-04,02:37:18,2.3,19.385,-99.084,1.0,"2 km al SURESTE de IZTACALCO, CDMX",2020-07-04,07:37:18,revisado
2020-07-04,07:15:08,1.7,19.3352,-99.1657,5.6,"2 km al SUR de COYOACAN, CDMX",2020-07-04,12:15:08,revisado
2020-07-09,09:28:33,2.2,19.381,-99.07,1.0,"3 km al SURESTE de IZTACALCO, CDMX",2020-07-09,14:28:33,revisado
2020-07-15,18:04:48,1.6,19.426,-99.211,1.0,"3 km al NOROESTE de MIGUEL HIDALGO, CDMX",2020-07-15,23:04:48,revisado
2020-09-15,21:22:25,1.7,19.2722,-99.3405,2.0,"6 km al SUR de SAN LORENZO ACOPILCO, CDMX",2020-09-16,02:22:25,revisado
2020-11-05,02:35:31,1.5,19.379,-99.212,1.0,"3 km al SUROESTE de V ALVARO OBREGON, CDMX",2020-11-05,08:35:31,revisado
2021-04-14,11:35:56,2.0,19.3382,-99.1548,1.4,"1 km al SURESTE de COYOACAN, CDMX",2021-04-14,16:35:56,revisado
2021-05-31,09:21:12,1.6,19.3957,-99.2237,1.0,"3 km al OESTE de V ALVARO OBREGON, CDMX",2021-05-31,14:21:12,revisado
2021-07-06,02:02:37,1.5,19.4663,-99.0465,12.8,"7 km al ESTE de GUSTAVO A. MADERO, CDMX",2021-07-06,07:02:37,revisado
2021-07-27,10:35:46,2.8,19.19,-98.95,5.0,"4 km al SURESTE de S ANDRES MIXQUIC, CDMX",2021-07-27,15:35:46,revisado
2021-07-27,12:37:52,3.4,19.1578,-98.9607,2.0,"7 km al SURESTE de S ANTONIO TECOMITL, CDMX",2021-07-27,17:37:52,revisado
2021-08-27,09:18:16,1.6,19.2857,-99.3038,16.2,"5 km al SURESTE de SAN LORENZO ACOPILCO, CDMX",2021-08-27,14:18:16,revisado
2021-08-29,23:20:44,2.1,19.381,-99.205,3.0,"2 km al SUR de V ALVARO OBREGON, CDMX",2021-08-30,04:20:44,revisado
2021-08-31,22:43:03,2.0,19.4247,-99.1152,11.0,"1 km al NORTE de VENUSTIANO CARRANZA, CDMX",2021-09-01,03:43:03,revisado
2021-10-07,19:04:02,1.0,19.2625,-99.348,2.0,"8 km al SUROESTE de SAN LORENZO ACOPILCO, CDMX",2021-10-08,00:04:02,revisado
2021-11-15,20:04:29,1.1,19.3547,-99.1235,4.6,"3 km al OESTE de IZTAPALAPA, CDMX",2021-11-16,02:04:29,revisado
2021-11-15,20:05:18,1.0,19.2828,-99.0967,4.2,"5 km al ESTE de XOCHIMILCO, CDMX",2021-11-16,02:05:18,revisado
2021-11-22,04:08:58,2.4,19.496,-99.1635,14.0,"3 km al NORESTE de AZCAPOTZALCO, CDMX",2021-11-22,10:08:58,revisado
2021-11-22,22:14:25,2.4,19.4273,-99.0472,12.0,"6 km al NORESTE de IZTACALCO, CDMX",2021-11-23,04:14:25,revisado
2021-12-09,07:36:10,2.0,19.37,-99.1663,1.5,"2 km al NORTE de COYOACAN, CDMX",2021-12-09,13:36:10,revisado
2022-01-06,19:46:56,2.2,19.378,-99.0768,5.4,"3 km al NORESTE de IZTAPALAPA, CDMX",2022-01-07,01:46:56,revisado
2022-01-07,09:19:49,1.4,19.3697,-99.115,3.0,"3 km al NOROESTE de IZTAPALAPA, CDMX",2022-01-07,15:19:49,revisado
2022-01-07,09:20:06,1.0,19.3745,-99.1065,3.0,"2 km al NOROESTE de IZTAPALAPA, CDMX",2022-01-07,15:20:06,revisado
2022-01-15,02:52:17,2.3,19.1358,-98.9963,21.6,"7 km al SURESTE de MILPA ALTA, CDMX",2022-01-15,08:52:17,revisado
2022-01-25,07:37:16,1.0,19.4215,-99.0607,1.0,"5 km al NORESTE de IZTACALCO, CDMX",2022-01-25,13:37:16,revisado
2022-02-04,13:24:58,0.6,19.29,-99.3345,1.0,"4 km al SUR de SAN LORENZO ACOPILCO, CDMX",2022-02-04,19:24:58,revisado
2022-02-06,07:27:57,2.1,19.2225,-99.1393,10.9,"2 km al NORTE de S MIGUEL TOPILEJO, CDMX",2022-02-06,13:27:57,revisado
2022-02-22,16:26:35,0.3,19.2805,-99.3332,7.0,"5 km al SUR de SAN LORENZO ACOPILCO, CDMX",2022-02-22,22:26:35,revisado
2022-02-22,16:26:43,0.3,19.286,-99.3388,7.0,"5 km al SUROESTE de SAN LORENZO ACOPILCO, CDMX",2022-02-22,22:26:43,revisado
2022-02-22,16:26:46,0.9,19.2792,-99.3352,7.0,"6 km al SUR de SAN LORENZO ACOPILCO, CDMX",2022-02-22,22:26:46,revisado
2022-02-25,07:26:01,1.9,19.4033,-99.197,5.3,"menos de 1 km al NORESTE de V ALVARO OBREGON, CDMX",2022-02-25,13:26:01,revisado
2022-03-19,22:57:18,1.4,19.2113,-99.2342,4.5,"3 km al OESTE de S MIGUEL AJUSCO, CDMX",2022-03-20,04:57:18,revisado
2022-04-08,18:20:36,1.8,19.3468,-99.1872,3.0,"3 km al OESTE de COYOACAN, CDMX",2022-04-08,23:20:36,revisado
2022-05-09,15:45:20,1.4,19.4003,-99.0468,1.8,"5 km al ESTE de IZTACALCO, CDMX",2022-05-09,20:45:20,revisado
2022-05-23,06:58:28,2.4,19.4798,-99.0628,12.3,"5 km al ESTE de GUSTAVO A. MADERO, CDMX",2022-05-23,11:58:28,revisado
2022-05-24,14:31:56,1.4,19.48,-99.063,12.3,"5 km al ESTE de GUSTAVO A. MADERO, CDMX",2022-05-24,19:31:56,revisado
2022-05-24,23:58:09,1.1,19.48,-99.063,12.3,"5 km al ESTE de GUSTAVO A. MADERO, CDMX",2022-05-25,04:58:09,revisado
2022-05-25,00:13:44,1.1,19.4415,-99.0793,7.0,"5 km al NORESTE de VENUSTIANO CARRANZA, CDMX",2022-05-25,05:13:44,revisado
2022-06-03,23:12:42,2.4,19.4828,-99.2012,7.1,"2 km al OESTE de AZCAPOTZALCO, CDMX",2022-06-04,04:12:42,revisado
2022-06-24,09:37:06,1.2,19.3045,-99.3123,2.0,"3 km al SURESTE de SAN LORENZO ACOPILCO, CDMX",2022-06-24,14:37:06,revisado
2022-07-08,09:36:29,2.1,19.3952,-99.1073,7.0,"1 km al OESTE de IZTACALCO, CDMX",2022-07-08,14:36:29,revisado
2022-07-27,12:19:42,0.9,19.2892,-99.3128,1.0,"5 km al SURESTE de SAN LORENZO ACOPILCO, CDMX",2022-07-27,17:19:42,revisado
2022-08-23,01:01:39,3.2,19.1673,-99.08,5.0,"2 km al SUROESTE de S PABLO OZTOTEPEC, CDMX",2022-08-23,06:01:39,revisado
2022-12-07,21:12:31,1.7,19.402,-99.129,5.2,"2 km al SUROESTE de VENUSTIANO CARRANZA, CDMX",2022-12-08,03:12:31,revisado
2022-12-07,21:15:19,1.0,19.397,-99.119,4.0,"2 km al OESTE de IZTACALCO, CDMX",2022-12-08,03:15:19,revisado
2022-12-15,06:24:59,1.9,19.3597,-99.1733,1.0,"2 km al NOROESTE de COYOACAN, CDMX",2022-12-15,12:24:59,revisado
2023-01-17,03:08:51,1.1,19.375,-99.1667,4.6,"3 km al NORTE de COYOACAN, CDMX",2023-01-17,09:08:51,revisado
2023-01-29,12:49:10,1.3,19.3795,-99.1785,2.0,"3 km al SURESTE de V ALVARO OBREGON, CDMX",2023-01-29,18:49:10,revisado
2023-02-07,08:46:38,2.0,19.357,-99.1737,3.4,"1 km al NOROESTE de COYOACAN, CDMX",2023-02-07,14:46:38,revisado
2023-02-07,08:53:47,0.8,19.3577,-99.1997,1.8,"3 km al NORESTE de LA MAGDALENA C, CDMX",2023-02-07,14:53:47,revisado
2023-02-08,10:16:12,1.2,19.3787,-99.188,2.0,"3 km al SURESTE de V ALVARO OBREGON, CDMX",2023-02-08,16:16:12,revisado
2023-02-21,16:44:18,2.1,19.401,-99.108,1.0,"1 km al NOROESTE de IZTACALCO, CDMX",2023-02-21,22:44:18,revisado
2023-02-21,16:49:09,1.8,19.4,-99.1,1.0,"1 km al NOROESTE de IZTACALCO, CDMX",2023-02-21,22:49:09,revisado
2023-02-21,16:52:36,1.4,19.399,-99.105,1.0,"1 km al NOROESTE de IZTACALCO, CDMX",2023-02-21,22:52:36,revisado
2023-02-21,16:57:56,2.0,19.3898,-99.0992,1.0,"1 km al SUR de IZTACALCO, CDMX",2023-02-21,22:57:56,revisado
2023-02-21,18:21:09,1.1,19.3657,-99.1645,4.5,"2 km al NORTE de COYOACAN, CDMX",2023-02-22,00:21:09,revisado
2023-02-22,20:34:53,1.5,19.3762,-99.1083,2.0,"2 km al SUROESTE de IZTACALCO, CDMX",2023-02-23,02:34:53,revisado
2023-03-06,16:50:44,1.4,19.3485,-99.2058,2.0,"2 km al NORESTE de LA MAGDALENA C, CDMX",2023-03-06,22:50:44,revisado
2023-03-15,03:48:28,2.0,19.38,-99.08,2.1,"3 km al SURESTE de IZTACALCO, CDMX",2023-03-15,09:48:28,revisado
2023-03-15,04:21:22,2.6,19.3742,-99.0897,1.9,"2 km al NORTE de IZTAPALAPA, CDMX",2023-03-15,10:21:22,revisado
2023-03-29,07:34:25,1.2,19.3592,-99.1957,1.0,"3 km al NORESTE de LA MAGDALENA C, CDMX",2023-03-29,13:34:25,revisado
2023-03-29,07:34:39,2.2,19.3578,-99.1907,1.0,"3 km al NOROESTE de COYOACAN, CDMX",2023-03-29,13:34:39,revisado
2023-03-29,12:17:31,1.0,19.361,-99.189,2.0,"3 km al NOROESTE de COYOACAN, CDMX",2023-03-29,18:17:31,revisado
2023-03-29,15:26:51,2.0,19.36,-99.19,1.2,"3 km al NOROESTE de COYOACAN, CDMX",2023-03-29,21:26:51,revisado
2023-03-29,18:50:48,1.0,19.3578,-99.1895,1.0,"3 km al NOROESTE de COYOACAN, CDMX",2023-03-30,00:50:48,revisado
2023-04-10,19:35:39,2.0,19.2072,-98.996,1.6,"1 km al SUROESTE de S ANTONIO TECOMITL, CDMX",2023-04-11,01:35:39,revisado
2023-04-10,22:02:10,1.7,19.4335,-99.1902,1.0,"3 km al NORTE de MIGUEL HIDALGO, CDMX",2023-04-11,04:02:10,revisado
2023-04-20,15:04:24,2.6,19.3592,-99.1907,1.1,"3 km al NOROESTE de COYOACAN, CDMX",2023-04-20,21:04:24,revisado
2023-04-21,10:39:57,1.8,19.36,-99.1888,1.0,"3 km al NOROESTE de COYOACAN, CDMX",2023-04-21,16:39:57,revisado
2023-04-29,00:43:01,2.0,19.1635,-99.1098,11.5,"4 km al SUROESTE de S SALVADOR CUAUHTENCO, CDMX",2023-04-29,06:43:01,revisado
2023-05-10,22:20:16,2.8,19.363,-99.204,0.8,"3 km al NORESTE de LA MAGDALENA C, CDMX",2023-05-11,04:20:16,revisado
2023-05-10,22:20:19,3.2,19.364,-99.197,0.8,"4 km al NORESTE de LA MAGDALENA C, CDMX",2023-05-11,04:20:19,revisado
2023-05-10,22:21:29,1.4,19.373,-99.2,1.0,"3 km al SUR de V ALVARO OBREGON, CDMX",2023-05-11,04:21:29,revisado
2023-05-10,22:22:29,1.3,19.3717,-99.2015,1.1,"3 km al SUR de V ALVARO OBREGON, CDMX",2023-05-11,04:22:29,revisado
2023-05-10,22:24:12,1.0,19.36,-99.201,1.0,"3 km al NORESTE de LA MAGDALENA C, CDMX",2023-05-11,04:24:12,revisado
2023-05-10,22:25:56,1.1,19.3712,-99.207,1.1,"3 km al SUR de V ALVARO OBREGON, CDMX",2023-05-11,04:25:56,revisado
2023-05-10,22:25:59,1.5,19.357,-99.2045,1.1,"3 km al NORESTE de LA MAGDALENA C, CDMX",2023-05-11,04:25:59,revisado
2023-05-10,22:29:48,2.4,19.3637,-99.1962,1.5,"4 km al NORESTE de LA MAGDALENA C, CDMX",2023-05-11,04:29:48,revisado
2023-05-10,22:29:51,2.6,19.36,-99.201,1.5,"3 km al NORESTE de LA MAGDALENA C, CDMX",2023-05-11,04:29:51,revisado
2023-05-10,22:34:52,1.8,19.3673,-99.203,1.0,"4 km al SUR de V ALVARO OBREGON, CDMX",2023-05-11,04:34:52,revisado
2023-05-10,22:40:31,1.3,19.3547,-99.2115,1.0,"2 km al NORTE de LA MAGDALENA C, CDMX",2023-05-11,04:40:31,revisado
2023-05-10,23:19:31,1.0,19.36,-99.2,1.2,"3 km al NORESTE de LA MAGDALENA C, CDMX",2023-05-11,05:19:31,revisado
2023-05-11,01:43:23,2.0,19.366,-99.188,1.0,"3 km al NOROESTE de COYOACAN, CDMX",2023-05-11,07:43:23,revisado
2023-05-11,02:21:46,1.8,19.4318,-99.174,1.0,"3 km al NORESTE de MIGUEL HIDALGO, CDMX",2023-05-11,08:21:46,revisado
2023-05-11,07:25:10,1.6,19.3677,-99.204,1.0,"4 km al SUR de V ALVARO OBREGON, CDMX",2023-05-11,13:25:10,revisado
2023-05-11,08:38:27,1.6,19.36,-99.2,1.0,"3 km al NORESTE de LA MAGDALENA C, CDMX",2023-05-11,14:38:27,revisado
2023-05-11,08:43:40,1.2,19.36,-99.2,1.4,"3 km al NORESTE de LA MAGDALENA C, CDMX",2023-05-11,14:43:40,revisado
2023-05-11,09:05:31,2.2,19.365,-99.203,1.0,"4 km al NORESTE de LA MAGDALENA C, CDMX",2023-05-11,15:05:31,revisado
2023-05-11,09:25:23,2.0,19.359,-99.1882,1.0,"3 km al NOROESTE de COYOACAN, CDMX",2023-05-11,15:25:23,revisado
2023-05-11,09:58:09,1.3,19.36,-99.201,1.0,"3 km al NORESTE de LA MAGDALENA C, CDMX",2023-05-11,15:58:09,revisado
2023-05-11,10:55:46,1.2,19.36,-99.2,1.0,"3 km al NORESTE de LA MAGDALENA C, CDMX",2023-05-11,16:55:46,revisado
2023-05-11,11:13:02,1.0,19.36,-99.2,1.0,"3 km al NORESTE de LA MAGDALENA C, CDMX",2023-05-11,17:13:02,revisado
